timestamp,index,name,utilization_gpu_pct,memory_used_mb,memory_total_mb,power_draw_w,temperature_c
2026/09/08 07:23:49.156, 0, Tesla V100-SXM2-32GB, 6, 3309, 32768, 67.28, 39
2026/09/08 07:23:51.224, 0, Tesla V100-SXM2-32GB, 6, 3309, 32768, 67.72, 39
2026/09/08 07:23:53.321, 0, Tesla V100-SXM2-32GB, 70, 3309, 32768, 138.11, 40
2026/09/08 07:23:55.387, 0, Tesla V100-SXM2-32GB, 6, 3309, 32768, 67.23, 39
2026/09/08 07:23:57.443, 0, Tesla V100-SXM2-32GB, 6, 3309, 32768, 67.23, 39
2026/09/08 07:23:59.494, 0, Tesla V100-SXM2-32GB, 6, 3309, 32768, 67.28, 39
2026/09/08 07:24:01.585, 0, Tesla V100-SXM2-32GB, 5, 3309, 32768, 67.28, 39
2026/09/08 07:24:03.638, 0, Tesla V100-SXM2-32GB, 39, 3309, 32768, 67.72, 40
2026/09/08 07:24:05.708, 0, Tesla V100-SXM2-32GB, 6, 3309, 32768, 67.23, 39
2026/09/08 07:24:07.801, 0, Tesla V100-SXM2-32GB, 6, 3309, 32768, 95.29, 40
2026/09/08 07:24:09.855, 0, Tesla V100-SXM2-32GB, 6, 3309, 32768, 67.77, 39
2026/09/08 07:24:11.925, 0, Tesla V100-SXM2-32GB, 84, 3309, 32768, 99.73, 39
2026/09/08 07:24:13.974, 0, Tesla V100-SXM2-32GB, 5, 3309, 32768, 67.23, 38
2026/09/08 07:24:16.063, 0, Tesla V100-SXM2-32GB, 62, 3309, 32768, 139.59, 39
2026/09/08 07:24:18.151, 0, Tesla V100-SXM2-32GB, 6, 3309, 32768, 67.23, 38
2026/09/08 07:24:20.205, 0, Tesla V100-SXM2-32GB, 35, 3309, 32768, 67.23, 39
2026/09/08 07:24:22.276, 0, Tesla V100-SXM2-32GB, 6, 3309, 32768, 67.28, 38
2026/09/08 07:24:24.368, 0, Tesla V100-SXM2-32GB, 24, 3309, 32768, 67.23, 39
2026/09/08 07:24:26.460, 0, Tesla V100-SXM2-32GB, 6, 3309, 32768, 67.28, 38
2026/09/08 07:24:28.509, 0, Tesla V100-SXM2-32GB, 6, 3309, 32768, 67.23, 38
2026/09/08 07:24:30.577, 0, Tesla V100-SXM2-32GB, 6, 3309, 32768, 67.28, 38
2026/09/08 07:24:32.629, 0, Tesla V100-SXM2-32GB, 6, 3309, 32768, 67.28, 38
2026/09/08 07:24:34.720, 0, Tesla V100-SXM2-32GB, 6, 3309, 32768, 67.28, 38
2026/09/08 07:24:36.812, 0, Tesla V100-SXM2-32GB, 6, 3309, 32768, 67.28, 38
2026/09/08 07:24:38.900, 0, Tesla V100-SXM2-32GB, 6, 3309, 32768, 67.28, 38
2026/09/08 07:24:40.950, 0, Tesla V100-SXM2-32GB, 6, 3309, 32768, 67.28, 38
2026/09/08 07:24:43.020, 0, Tesla V100-SXM2-32GB, 33, 3309, 32768, 95.29, 39
2026/09/08 07:24:45.088, 0, Tesla V100-SXM2-32GB, 5, 3309, 32768, 67.23, 38
2026/09/08 07:24:47.157, 0, Tesla V100-SXM2-32GB, 55, 3309, 32768, 92.83, 39
2026/09/08 07:24:49.189, 0, Tesla V100-SXM2-32GB, 6, 3309, 32768, 67.28, 38
2026/09/08 07:24:51.279, 0, Tesla V100-SXM2-32GB, 24, 3309, 32768, 67.28, 39
2026/09/08 07:24:53.347, 0, Tesla V100-SXM2-32GB, 6, 3309, 32768, 67.28, 38
2026/09/08 07:24:55.415, 0, Tesla V100-SXM2-32GB, 6, 3309, 32768, 67.28, 38
2026/09/08 07:24:57.470, 0, Tesla V100-SXM2-32GB, 6, 3309, 32768, 67.28, 38
2026/09/08 07:24:59.560, 0, Tesla V100-SXM2-32GB, 6, 3309, 32768, 67.28, 38
